开放粤语字典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本字典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［简体字］	［繁体字］	［黄锡凌拼音］
绷	繃	maŋ1
盲	盲	maŋ4
锰	錳	maŋ5
勐	勐	maŋ5
蜢	蜢	maŋ5
猛	猛	maŋ5
孟	孟	maŋ6
蘼	蘼	mei4
楣	楣	mei4
嵋	嵋	mei4
麋	麋	mei4
靡	靡	mei4
微	微	mei4
眉	眉	mei4
薇	薇	mei4
湄	湄	mei4
弥	瀰	mei4/nei4
猕	獼	mei4/nei4
镁	鎂	mei5
尾	尾	mei5
媺	媺	mei5
娓	娓	mei5
美	美	mei5
魅	魅	mei6
媚	媚	mei6
寐	寐	mei6
味	味	mei6
未	未	mei6
幂	冪	mik9
汨	汨	mik9
鼏	鼏	mik9
觅	覓	mik9
绵	綿	min4
眠	眠	min4
棉	棉	min4
腼	靦	min5
免	免	min5
娩	娩	min5
缅	緬	min5
冕	冕	min5
勉	勉	min5
面	麵	min6
面	面	min6
篾	篾	mit9
灭	滅	mit9
蔑	衊	mit9
蔑	蔑	mit9
喵	喵	miu1
苗	苗	miu4
瞄	瞄	miu4
描	描	miu4
邈	邈	miu5
藐	藐	miu5
淼	淼	miu5
渺	渺	miu5
杳	杳	miu5
秒	秒	miu5
缈	緲	miu5
庙	廟	miu6
妙	妙	miu6
谟	謨	mou4
无	無	mou4
模	模	mou4
摹	摹	mou4
膜	膜	mou4
诬	誣	mou4
毛	毛	mou4
芜	蕪	mou4
毋	毋	mou4
巫	巫	mou4
髦	髦	mou4
牦	氂	mou4/lei4
鹉	鵡	mou5
武	武	mou5
母	母	mou5
侮	侮	mou5
妩	嫵	mou5
拇	拇	mou5
舞	舞	mou5
姆	姆	mou5
瑁	瑁	mou6
戊	戊	mou6
务	務	mou6
耄	耄	mou6
骛	騖	mou6
婺	婺	mou6
冒	冒	mou6
募	募	mou6
慕	慕	mou6
帽	帽	mou6
雾	霧	mou6
鹜	鶩	mou6
暮	暮	mou6
墓	墓	mou6
莓	莓	mui4
枚	枚	mui4
梅	梅	mui4
媒	媒	mui4
霉	霉	mui4
煤	煤	mui4
酶	酶	mui4
玫	玫	mui4
每	每	mui5
昧	昧	mui6
妹	妹	mui6
门	門	mun4
扪	捫	mun4
瞒	瞞	mun4
们	們	mun4
鞔	鞔	mun4
满	滿	mun5
螨	蟎	mun5
闷	悶	mun6
焖	燜	mun6
沫	沫	mut8
抹	抹	mut8/mat8
末	末	mut9
没	沒	mut9
靺	靺	mut9
殁	歿	mut9
茉	茉	mut9
咪	咪	mɐi1/mei1
谜	謎	mɐi4
醚	醚	mɐi4
迷	迷	mɐi4
眯	瞇	mɐi4
米	米	mɐi5
袂	袂	mɐi6
蓦	驀	mɐk9
默	默	mɐk9
貘	貘	mɐk9
麦	麥	mɐk9
万	万	mɐk9
脉	脈	mɐk9
陌	陌	mɐk9
墨	墨	mɐk9
蚊	蚊	mɐn1
旻	旻	mɐn4
闻	聞	mɐn4
氓	氓	mɐn4
玟	玟	mɐn4
纹	紋	mɐn4
雯	雯	mɐn4
缗	緡	mɐn4
岷	岷	mɐn4
文	文	mɐn4
忞	忞	mɐn4
珉	珉	mɐn4
苠	苠	mɐn4
民	民	mɐn4
敏	敏	mɐn5
抿	抿	mɐn5
悯	憫	mɐn5
刎	刎	mɐn5
闽	閩	mɐn5
闵	閔	mɐn5
吻	吻	mɐn5
渑	澠	mɐn5
鳘	鰵	mɐn5
泯	泯	mɐn5
愍	愍	mɐn5
湣	湣	mɐn5
黾	黽	mɐn5
汶	汶	mɐn6
问	問	mɐn6
紊	紊	mɐn6
蜜	蜜	mɐt9
勿	勿	mɐt9
密	密	mɐt9
物	物	mɐt9
嘧	嘧	mɐt9
袜	襪	mɐt9
宓	宓	mɐt9
谧	謐	mɐt9
哞	哞	mɐu1
谋	謀	mɐu4
牟	牟	mɐu4
缪	繆	mɐu4
眸	眸	mɐu4
牡	牡	mɐu5
亩	畝	mɐu5
某	某	mɐu5
贸	貿	mɐu6
茂	茂	mɐu6
谬	謬	mɐu6
萌	萌	mɐŋ4
盟	盟	mɐŋ4
魔	魔	mɔ1
么	麼	mɔ1
摩	摩	mɔ1
摸	摸	mɔ2
馍	饃	mɔ4
蘑	蘑	mɔ4
磨	磨	mɔ4
剥	剝	mɔk7
膜	膜	mɔk9
莫	莫	mɔk9
寞	寞	mɔk9
幕	幕	mɔk9
漠	漠	mɔk9
芒	芒	mɔŋ4
忘	忘	mɔŋ4
茫	茫	mɔŋ4
莽	莽	mɔŋ4
虻	虻	mɔŋ4
忙	忙	mɔŋ4
氓	氓	mɔŋ4
亡	亡	mɔŋ4
铓	鋩	mɔŋ4
罔	罔	mɔŋ5
妄	妄	mɔŋ5
惘	惘	mɔŋ5
蟒	蟒	mɔŋ5
网	網	mɔŋ5
魍	魍	mɔŋ5
辋	輞	mɔŋ5
望	望	mɔŋ6
哶	哶	mɛ1
命	命	mɛŋ6
冥	冥	mɪŋ4
明	明	mɪŋ4
名	名	mɪŋ4
鸣	鳴	mɪŋ4
溟	溟	mɪŋ4
螟	螟	mɪŋ4
洺	洺	mɪŋ4
铭	銘	mɪŋ4/mɪŋ5
瞑	瞑	mɪŋ4/mɪŋ5
暝	暝	mɪŋ4/mɪŋ6
皿	皿	mɪŋ5
酩	酩	mɪŋ5
茗	茗	mɪŋ5/mɪŋ4
命	命	mɪŋ6
木	木	mʊk9
睦	睦	mʊk9
牧	牧	mʊk9
仫	仫	mʊk9
钼	鉬	mʊk9
目	目	mʊk9
苜	苜	mʊk9
沐	沐	mʊk9
穆	穆	mʊk9
曚	曚	mʊŋ4
蒙	矇	mʊŋ4
朦	朦	mʊŋ4
蒙	蒙	mʊŋ4
檬	檬	mʊŋ4
蒙	濛	mʊŋ4
蠓	蠓	mʊŋ5
懵	懵	mʊŋ5/mʊŋ2
梦	夢	mʊŋ6
哪	哪	na1
娜	娜	na4
哪	哪	na4
南	南	na4
拿	拿	na4
哪	哪	na5
那	那	na5
乃	乃	nai5
鼐	鼐	nai5
氖	氖	nai5
奶	奶	nai5
喃	喃	nam4
南	南	nam4
囡	囡	nam4
男	男	nam4
楠	楠	nam4
腩	腩	nam5
难	難	nan4
赧	赧	nan5
难	難	nan6
钠	鈉	nap9
呐	吶	nap9
衲	衲	nap9
纳	納	nap9
捺	捺	nat9
孬	孬	nau1
挠	撓	nau4
锚	錨	nau4
桡	橈	nau4
猱	猱	nau4
铙	鐃	nau4
淖	淖	nau6
闹	鬧	nau6
怩	怩	nei4
妮	妮	nei4
铌	鈮	nei4
弥	彌	nei4
尼	尼	nei4
旎	旎	nei5
你	妳	nei5
你	你	nei5
您	您	nei5
腻	膩	nei6
饵	餌	nei6
匿	匿	nik7
昵	暱	nik7
溺	溺	nik7/nik9
拈	拈	nim1
黏	黏	nim1/dzim1
粘	粘	nim1/dzim1
捻	捻	nim2
鲇	鯰	nim4
廿	廿	nim6
念	唸	nim6
念	念	nim6
年	年	nin4
碾	碾	nin5
镍	鎳	nip7
捏	捏	nip9
涅	涅	nip9
蹑	躡	nip9
镊	鑷	nip9
聂	聶	nip9
颞	顳	nip9
陧	隉	nip9
袅	裊	niu5
鸟	鳥	niu5
溺	溺	niu6
尿	尿	niu6
奴	奴	nou4
弩	弩	nou5
脑	腦	nou5
恼	惱	nou5
瑙	瑙	nou5
努	努	nou5/lou5
怒	怒	nou6
暖	暖	nyn5
嫩	嫩	nyn6
讷	訥	nœt9/nap9
钕	釹	nœy5
馁	餒	nœy5
女	女	nœy5/lœy5
娘	娘	nœŋ4
泥	泥	nɐi4
呢	呢	nɐi4/nei4
稔	稔	nɐm5
粒	粒	nɐp7/lɐp7
钮	鈕	nɐu2
狃	狃	nɐu2
妞	妞	nɐu2
纽	紐	nɐu2
朽	朽	nɐu2
扭	扭	nɐu2
能	能	nɐŋ4
挪	挪	nɔ4
挼	挼	nɔ4
糯	糯	nɔ6
懦	懦	nɔ6
耐	耐	nɔi6
内	內	nɔi6
奈	奈	nɔi6
诺	諾	nɔk9
瓤	瓤	nɔŋ4
囔	囔	nɔŋ4
馕	饢	nɔŋ4
囊	囊	nɔŋ4
馕	饢	nɔŋ5
齉	齉	nɔŋ6
呢	呢	nɛ1
咛	嚀	nɪŋ4
狞	獰	nɪŋ4
柠	檸	nɪŋ4
宁	寧	nɪŋ4
泞	濘	nɪŋ6
拧	擰	nɪŋ6
佞	佞	nɪŋ6
忸	忸	nʊk9/nɐu2
脓	膿	nʊŋ4
农	農	nʊŋ4
侬	儂	nʊŋ4
浓	濃	nʊŋ4
媪	媼	ou2
趴	趴	pa1
怕	怕	pa3
扒	扒	pa4
爬	爬	pa4
耙	耙	pa4
杷	杷	pa4
琶	琶	pa4
派	派	pai3
哌	哌	pai3
湃	湃	pai3/bai3
俳	俳	pai4
牌	牌	pai4
排	排	pai4
啪	啪	pak7
帕	帕	pak8
柏	柏	pak8
珀	珀	pak8
魄	魄	pak8
拍	拍	pak8
攀	攀	pan1
扳	扳	pan1
盼	盼	pan3
袢	袢	pan3
泡	泡	pau1
脬	脬	pau1
抛	拋	pau1
跑	跑	pau2
豹	豹	pau3
泡	泡	pau3
疱	疱	pau3
炮	炮	pau3
狍	麅	pau4
刨	刨	pau4
庖	庖	pau4
匏	匏	pau4
咆	咆	pau4
澎	澎	paŋ1
烹	烹	paŋ1
彭	彭	paŋ4
鹏	鵬	paŋ4
棚	棚	paŋ4
澎	澎	paŋ4
膨	膨	paŋ4
硼	硼	paŋ4
棒	棒	paŋ5
呸	呸	pei1
丕	丕	pei1
披	披	pei1
纰	紕	pei1
狉	狉	pei1
痞	痞	pei2
圮	圮	pei2
吡	吡	pei2
否	否	pei2
鄙	鄙	pei2
仳	仳	pei2
譬	譬	pei3
屁	屁	pei3
濞	濞	pei3
媲	媲	pei3/bei2
邳	邳	pei4
毗	毗	pei4
琵	琵	pei4
脾	脾	pei4
貔	貔	pei4
枇	枇	pei4
蜱	蜱	pei4
疲	疲	pei4
皮	皮	pei4
郫	郫	pei4
被	被	pei5
婢	婢	pei5
僻	僻	pik7
辟	闢	pik7
霹	霹	pik7
辟	辟	pik7
癖	癖	pik7
编	編	pin1
偏	偏	pin1
翩	翩	pin1
扁	扁	pin1
篇	篇	pin1
蝙	蝙	pin1/bin1
片	片	pin2
片	片	pin2
遍	遍	pin3
片	片	pin3
骗	騙	pin3
便	便	pin4
骈	駢	pin4
瞥	瞥	pit8
撇	撇	pit8
缥	縹	piu1
飘	飄	piu1
嘌	嘌	piu1
漂	漂	piu1
漂	漂	piu3
票	票	piu3
剽	剽	piu3/piu5
嫖	嫖	piu4
朴	朴	piu4
瓢	瓢	piu4
瞟	瞟	piu5
鳔	鰾	piu5
铺	鋪	pou1
谱	譜	pou2
溥	溥	pou2
普	普	pou2
浦	浦	pou2
脯	脯	pou2/fu2
铺	舖	pou3
袍	袍	pou4
蒲	蒲	pou4
莆	莆	pou4
葡	葡	pou4
脯	脯	pou4
匍	匍	pou4
菩	菩	pou4
泡	泡	pou5
抱	抱	pou5
胚	胚	pui1
坯	坯	pui1
配	配	pui3
霈	霈	pui3
沛	沛	pui3
珮	珮	pui3
佩	佩	pui3
培	培	pui4
赔	賠	pui4
裴	裴	pui4
徘	徘	pui4
陪	陪	pui4
倍	倍	pui5
蓓	蓓	pui5/pui4
潘	潘	pun1
番	番	pun1
判	判	pun3
拚	拚	pun3
盘	盤	pun4
槃	槃	pun4
磐	磐	pun4
盆	盆	pun4
蟠	蟠	pun4
蹒	蹣	pun4/mun4
泼	潑	put8
批	批	pɐi1
睥	睥	pɐi5
喷	噴	pɐn3
贫	貧	pɐn4
颦	顰	pɐn4
嫔	嬪	pɐn4
频	頻	pɐn4
牝	牝	pɐn5
疋	疋	pɐt7
匹	匹	pɐt7
剖	剖	pɐu2
抔	抔	pɐu4
凭	憑	pɐŋ4
朋	朋	pɐŋ4
颇	頗	pɔ1
坡	坡	pɔ1/bɔ1
棵	棵	pɔ1/fɔ2
叵	叵	pɔ2
颇	頗	pɔ2
笸	笸	pɔ2
破	破	pɔ3
婆	婆	pɔ4
鄱	鄱	pɔ4/bɔ3
钋	釙	pɔk8
噗	噗	pɔk8
朴	樸	pɔk8
扑	撲	pɔk8
璞	璞	pɔk8
粕	粕	pɔk8/pak8
谤	謗	pɔŋ3
庞	龐	pɔŋ4
膀	膀	pɔŋ4
螃	螃	pɔŋ4
彷	彷	pɔŋ4
磅	磅	pɔŋ4
旁	旁	pɔŋ4
滂	滂	pɔŋ4
蚌	蚌	pɔŋ5
劈	劈	pɛk8
怦	怦	pɪŋ1
抨	抨	pɪŋ1
姘	姘	pɪŋ1
娉	娉	pɪŋ1
砰	砰	pɪŋ1
拼	拼	pɪŋ1/pɪŋ3
聘	聘	pɪŋ3
坪	坪	pɪŋ4
屏	屏	pɪŋ4
苹	蘋	pɪŋ4
平	平	pɪŋ4
萍	萍	pɪŋ4
瓶	瓶	pɪŋ4
评	評	pɪŋ4
仆	仆	pʊk7
捧	捧	pʊŋ2/bʊŋ2
碰	碰	pʊŋ3
篷	篷	pʊŋ4
芃	芃	pʊŋ4
蓬	蓬	pʊŋ4/fʊŋ4
啥	啥	sa1
痧	痧	sa1
鲨	鯊	sa1
沙	沙	sa1
莎	莎	sa1
裟	裟	sa1
卅	卅	sa1
纱	紗	sa1
砂	砂	sa1
耍	耍	sa2
洒	灑	sa2
玺	璽	sai2
徙	徙	sai2
晒	曬	sai3
索	索	sak8/sɔk8
三	三	sam1
衫	衫	sam1
叁	叄	sam1
仨	仨	sam1
三	三	sam3
删	刪	san1
拴	拴	san1
跚	跚	san1
姗	姍	san1
闩	閂	san1
潸	潸	san1
舢	舢	san1
珊	珊	san1
山	山	san1
栓	栓	san1
散	散	san2
疝	疝	san3
讪	訕	san3
汕	汕	san3
篡	篡	san3
伞	傘	san3
涮	涮	san3
散	散	san3
孱	孱	san4
潺	潺	san4
圾	圾	sap8
飒	颯	sap8
杀	殺	sat8
撒	撒	sat8
刹	剎	sat8
萨	薩	sat8
铩	鎩	sat8
煞	煞	sat8
捎	捎	sau1
梢	梢	sau1
稍	稍	sau2
哨	哨	sau3
甥	甥	saŋ1
牲	牲	saŋ1
省	省	saŋ2
死	死	sei2
四	四	sei3
思	思	si1
私	私	si1
厮	廝	si1
尸	屍	si1
施	施	si1
司	司	si1
丝	絲	si1
蓍	蓍	si1
撕	撕	si1
尸	尸	si1
诗	詩	si1
狮	獅	si1
师	師	si1
斯	斯	si1
史	史	si2
屎	屎	si2
使	使	si2
弑	弒	si3
肆	肆	si3
谥	諡	si3
驷	駟	si3
嗜	嗜	si3
使	使	si3
泗	泗	si3
试	試	si3
时	時	si4
鲥	鰣	si4
莳	蒔	si4
匙	匙	si4
市	市	si5
伺	伺	si6
士	士	si6
事	事	si6
是	是	si6
仕	仕	si6
视	視	si6
氏	氏	si6
豉	豉	si6
示	示	si6
侍	侍	si6
晰	晰	sik7
昔	昔	sik7
息	息	sik7
拭	拭	sik7
轼	軾	sik7
铯	銫	sik7
蜥	蜥	sik7
惜	惜	sik7
皙	皙	sik7
析	析	sik7
色	色	sik7
适	適	sik7
媳	媳	sik7
式	式	sik7
饰	飾	sik7
啬	嗇	sik7
释	釋	sik7
淅	淅	sik7
蟋	蟋	sik7
悉	悉	sik7
螫	螫	sik7
熄	熄	sik7
识	識	sik7
食	食	sik9
蚀	蝕	sik9
陕	陝	sim2
闪	閃	sim2
蟾	蟾	sim4
禅	禪	sim4
单	單	sim4
赡	贍	sim6
仙	仙	sin1
鲜	鮮	sin1
先	先	sin1
酰	酰	sin1
氙	氙	sin1/san1
癣	癬	sin2
鲜	鮮	sin2
跣	跣	sin2
冼	冼	sin2
霰	霰	sin3
骟	騸	sin3
煽	煽	sin3
线	線	sin3
扇	扇	sin3
腺	腺	sin3
蝉	蟬	sin4
鳝	鱔	sin5
羡	羨	sin6
膳	膳	sin6
倩	倩	sin6
善	善	sin6
擅	擅	sin6
缮	繕	sin6
嬗	嬗	sin6
单	單	sin6
禅	禪	sin6
掸	撣	sin6
鄯	鄯	sin6
茜	茜	sin6/sɐi1
摄	攝	sip8
歙	歙	sip8
涉	涉	sip8
慑	懾	sip8/dzip8
窃	竊	sit8
舌	舌	sit8
亵	褻	sit8
薛	薛	sit8
绁	絏	sit8
屑	屑	sit8
楔	楔	sit8
泄	洩	sit8
揳	揳	sit8/sip8
硝	硝	siu1
消	消	siu1
霄	霄	siu1
魈	魈	siu1
韶	韶	siu1
销	銷	siu1
烧	燒	siu1
萧	蕭	siu1
宵	宵	siu1
潇	瀟	siu1
箫	簫	siu1
逍	逍	siu1
少	少	siu2
筱	筱	siu2
小	小	siu2
笑	笑	siu3
啸	嘯	siu3
少	少	siu3
邵	邵	siu6
劭	劭	siu6
绍	紹	siu6
兆	兆	siu6
肇	肇	siu6
臊	臊	sou1
搔	搔	sou1
稣	穌	sou1
骚	騷	sou1
酥	酥	sou1
甦	甦	sou1
苏	囌	sou1
苏	蘇	sou1
须	鬚	sou1
嫂	嫂	sou2
数	數	sou2
愫	愫	sou3
诉	訴	sou3
溯	溯	sou3
数	數	sou3
臊	臊	sou3
素	素	sou3
塑	塑	sou3
扫	掃	sou3
书	書	sy1
抒	抒	sy1
输	輸	sy1
枢	樞	sy1
纾	紓	sy1
舒	舒	sy1
鼠	鼠	sy2
暑	暑	sy2
黍	黍	sy2
庶	庶	sy3
戍	戍	sy3
恕	恕	sy3
殊	殊	sy4
薯	薯	sy4
树	樹	sy6
竖	豎	sy6
孙	孫	syn1
狲	猻	syn1
宣	宣	syn1
酸	酸	syn1
狻	狻	syn1
瑄	瑄	syn1
飧	飧	syn1
荪	蓀	syn1
悛	悛	syn1
选	選	syn2
损	損	syn2
蒜	蒜	syn3
算	算	syn3
渲	渲	syn3/hyn1
璇	璇	syn4
船	船	syn4
旋	旋	syn4
漩	漩	syn4
吮	吮	syn5
隽	雋	syn5
篆	篆	syn6
说	說	syt8
鳕	鱈	syt8
雪	雪	syt8
铄	鑠	sœk8
削	削	sœk8
烁	爍	sœk8
峋	峋	sœn1
询	詢	sœn1
荀	荀	sœn1
芯	芯	sœn1
殉	殉	sœn1
笋	筍	sœn2
榫	榫	sœn2
讯	訊	sœn3
迅	迅	sœn3
巽	巽	sœn3
瞬	瞬	sœn3
舜	舜	sœn3
信	信	sœn3
浚	浚	sœn3
逊	遜	sœn3
汛	汛	sœn3
囟	囟	sœn3/sœn2
纯	純	sœn4
唇	脣	sœn4
醇	醇	sœn4
淳	淳	sœn4
鹑	鶉	sœn4/tsœn1
顺	順	sœn6
恤	恤	sœt7
率	率	sœt7
摔	摔	sœt7
蟀	蟀	sœt7
戌	戌	sœt7
述	述	sœt9
沭	沭	sœt9
术	術	sœt9
睢	睢	sœy1
衰	衰	sœy1
虽	雖	sœy1
胥	胥	sœy1
须	須	sœy1
绥	綏	sœy1
濉	濉	sœy1
需	需	sœy1
荽	荽	sœy1
水	水	sœy2
碎	碎	sœy3
帅	帥	sœy3
税	稅	sœy3
岁	歲	sœy3
说	說	sœy3
垂	垂	sœy4
谁	誰	sœy4
髓	髓	sœy5
墅	墅	sœy5
绪	緒	sœy5
絮	絮	sœy5/sœy6
邃	邃	sœy6
瑞	瑞	sœy6
隧	隧	sœy6
萃	萃	sœy6
穗	穗	sœy6
燧	燧	sœy6
睡	睡	sœy6
粹	粹	sœy6
悴	悴	sœy6
遂	遂	sœy6
祟	祟	sœy6
瘁	瘁	sœy6/sœy5
双	雙	sœŋ1
伤	傷	sœŋ1
厢	廂	sœŋ1
觞	觴	sœŋ1
湘	湘	sœŋ1
霜	霜	sœŋ1
孀	孀	sœŋ1
箱	箱	sœŋ1
鹴	鸘	sœŋ1
殇	殤	sœŋ1
镶	鑲	sœŋ1
相	相	sœŋ1
襄	襄	sœŋ1
商	商	sœŋ1
想	想	sœŋ2
赏	賞	sœŋ2
鲞	鯗	sœŋ2
相	相	sœŋ3
裳	裳	sœŋ4
尝	嘗	sœŋ4
嫦	嫦	sœŋ4
尝	嚐	sœŋ4
徜	徜	sœŋ4
偿	償	sœŋ4
常	常	sœŋ4
上	上	sœŋ5
尚	尚	sœŋ6
上	上	sœŋ6
犀	犀	sɐi1
硒	硒	sɐi1
嘶	嘶	sɐi1
西	西	sɐi1
筛	篩	sɐi1
舾	舾	sɐi1
使	使	sɐi2
洗	洗	sɐi2
驶	駛	sɐi2
势	勢	sɐi3
世	世	sɐi3
细	細	sɐi3
婿	婿	sɐi3
舐	舐	sɐi5/sɐi2
逝	逝	sɐi6
筮	筮	sɐi6
誓	誓	sɐi6
噬	噬	sɐi6
塞	塞	sɐk7
噻	噻	sɐk7
森	森	sɐm1
心	心	sɐm1
深	深	sɐm1
郴	郴	sɐm1
琛	琛	sɐm1
参	參	sɐm1
芯	芯	sɐm1
沈	沈	sɐm2
沈	瀋	sɐm2
婶	嬸	sɐm2
审	審	sɐm2
沁	沁	sɐm3
渗	滲	sɐm3
忱	忱	sɐm4
梣	梣	sɐm4
涔	涔	sɐm4
岑	岑	sɐm4
甚	甚	sɐm6
什	什	sɐm6
葚	椹	sɐm6
莘	莘	sɐn1
新	新	sɐn1
伸	伸	sɐn1
砷	砷	sɐn1
锌	鋅	sɐn1
辛	辛	sɐn1
绅	紳	sɐn1
申	申	sɐn1
身	身	sɐn1
燊	燊	sɐn1
薪	薪	sɐn1
呻	呻	sɐn1
娠	娠	sɐn1
神	神	sɐn4
辰	辰	sɐn4
晨	晨	sɐn4
臣	臣	sɐn4
肾	腎	sɐn5
慎	慎	sɐn6
蜃	蜃	sɐn6/sɐn5
湿	濕	sɐp7
涩	澀	sɐp7/sik7/gip8
霎	霎	sɐp8
十	十	sɐp9
拾	拾	sɐp9
虱	蝨	sɐt7
室	室	sɐt7
失	失	sɐt7
膝	膝	sɐt7
瑟	瑟	sɐt7
实	實	sɐt9
收	收	sɐu1
修	修	sɐu1
羞	羞	sɐu1
飕	颼	sɐu1
馊	餿	sɐu1
嗖	嗖	sɐu1
螋	螋	sɐu1
搜	搜	sɐu1/sɐu2
擞	擻	sɐu2
守	守	sɐu2
搜	搜	sɐu2
首	首	sɐu2
嗾	嗾	sɐu2
手	手	sɐu2
艘	艘	sɐu2/sɐu1
琇	琇	sɐu3
宿	宿	sɐu3
绣	繡	sɐu3
漱	漱	sɐu3
嗽	嗽	sɐu3
瘦	瘦	sɐu3
秀	秀	sɐu3
狩	狩	sɐu3
锈	鏽	sɐu3
兽	獸	sɐu3
仇	仇	sɐu4
愁	愁	sɐu4
寿	壽	sɐu6
受	受	sɐu6
售	售	sɐu6
授	授	sɐu6
绶	綬	sɐu6
笙	笙	sɐŋ1
生	生	sɐŋ1/saŋ1
擤	擤	sɐŋ3
蹭	蹭	sɐŋ3
蔬	蔬	sɔ1
羧	羧	sɔ1
疏	疏	sɔ1
梭	梭	sɔ1
嗦	嗦	sɔ1
唆	唆	sɔ1
梳	梳	sɔ1
蓑	蓑	sɔ1
琐	瑣	sɔ2
所	所	sɔ2
锁	鎖	sɔ2
唢	嗩	sɔ2
傻	傻	sɔ4
腮	腮	sɔi1
鳃	鰓	sɔi1
说	說	sɔk8
索	索	sɔk8
朔	朔	sɔk8
桑	桑	sɔŋ1
丧	喪	sɔŋ1
爽	爽	sɔŋ2
嗓	嗓	sɔŋ2
搡	搡	sɔŋ2
丧	喪	sɔŋ3
些	些	sɛ1
写	寫	sɛ2
舍	捨	sɛ2
卸	卸	sɛ3
猞	猞	sɛ3
泻	瀉	sɛ3
舍	舍	sɛ3
赦	赦	sɛ3
畲	畲	sɛ4
蛇	蛇	sɛ4
社	社	sɛ5
麝	麝	sɛ6
射	射	sɛ6
锡	錫	sɛk8
石	石	sɛk9
硕	碩	sɛk9
星	星	sɪŋ1
升	陞	sɪŋ1
猩	猩	sɪŋ1
惺	惺	sɪŋ1
升	昇	sɪŋ1
升	升	sɪŋ1
胜	勝	sɪŋ1
声	聲	sɪŋ1/sɛŋ1
腥	腥	sɪŋ1/sɛŋ1
省	省	sɪŋ2
醒	醒	sɪŋ2/sɛŋ2
圣	聖	sɪŋ3
姓	姓	sɪŋ3
胜	勝	sɪŋ3
性	性	sɪŋ3
乘	乘	sɪŋ4
丞	丞	sɪŋ4
成	成	sɪŋ4
承	承	sɪŋ4
盛	盛	sɪŋ4
绳	繩	sɪŋ4
诚	誠	sɪŋ4
渑	澠	sɪŋ4
城	城	sɪŋ4
嵊	嵊	sɪŋ6
剩	剩	sɪŋ6
盛	盛	sɪŋ6
倏	倏	sʊk7
宿	宿	sʊk7
蓿	蓿	sʊk7
鹔	鷫	sʊk7
僳	僳	sʊk7
粟	粟	sʊk7
叔	叔	sʊk7
肃	肅	sʊk7
缩	縮	sʊk7
夙	夙	sʊk7
孰	孰	sʊk9
蜀	蜀	sʊk9
赎	贖	sʊk9
菽	菽	sʊk9
塾	塾	sʊk9
淑	淑	sʊk9
熟	熟	sʊk9
属	屬	sʊk9
从	從	sʊŋ1
淞	淞	sʊŋ1
松	鬆	sʊŋ1
忪	忪	sʊŋ1
嵩	嵩	sʊŋ1
竦	竦	sʊŋ2
悚	悚	sʊŋ2
怂	慫	sʊŋ2
耸	聳	sʊŋ2
宋	宋	sʊŋ3
送	送	sʊŋ3
崇	崇	sʊŋ4
他	他	ta1
它	它	ta1
他	祂	ta1
她	她	ta1
铊	鉈	ta1
它	牠	ta1
泰	泰	tai3
太	太	tai3
肽	肽	tai3
态	態	tai3
傣	傣	tai3
贷	貸	tai3
钛	鈦	tai3
汰	汰	tai3
贪	貪	tam1
毯	毯	tam2
坛	罈	tam3
探	探	tam3
澹	澹	tam4
昙	曇	tam4
覃	覃	tam4
痰	痰	tam4
潭	潭	tam4
谭	譚	tam4
郯	郯	tam4
谈	談	tam4
淡	淡	tam5
瘫	癱	tan1
坍	坍	tan1
摊	攤	tan1
滩	灘	tan1
坦	坦	tan2
亶	亶	tan2
袒	袒	tan2
疸	疸	tan2
钽	鉭	tan2
忐	忐	tan2
叹	歎	tan3
炭	炭	tan3
碳	碳	tan3
坛	壇	tan4
檀	檀	tan4
弹	彈	tan4
塌	塌	tap8
漯	漯	tap8
榻	榻	tap8
塔	塔	tap8
遢	遢	tap8/tat8
趿	趿	tat8
鞑	韃	tat8
跶	躂	tat8
闼	闥	tat8
挞	撻	tat8
惕	惕	tik7
剔	剔	tik7
忑	忑	tik7
忒	忒	tik7
铽	鋱	tik7
倜	倜	tik7
添	添	tim1
舔	舔	tim2
恬	恬	tim4
甜	甜	tim4
天	天	tin1
腆	腆	tin2
填	填	tin4
田	田	tin4
钿	鈿	tin4
阗	闐	tin4
滇	滇	tin4/din1
钿	鈿	tin4/din6
殄	殄	tin5/tim5
萜	萜	tip8
贴	貼	tip8
帖	帖	tip8
铁	鐵	tit8
餮	餮	tit8
挑	挑	tiu1
眺	眺	tiu3
跳	跳	tiu3
迢	迢	tiu4
调	調	tiu4
条	條	tiu4
笤	笤	tiu4
龆	齠	tiu4
髫	髫	tiu4
窕	窕	tiu5
挑	挑	tiu5
叨	叨	tou1
韬	韜	tou1
饕	饕	tou1
滔	滔	tou1
钍	釷	tou2
土	土	tou2
讨	討	tou2
祷	禱	tou2
套	套	tou3
吐	吐	tou3
兔	兔	tou3
淘	淘	tou4
洮	洮	tou4
图	圖	tou4
梼	檮	tou4
陶	陶	tou4
啕	啕	tou4
桃	桃	tou4
途	途	tou4
荼	荼	tou4
徒	徒	tou4
逃	逃	tou4
涂	塗	tou4
萄	萄	tou4
鼗	鼗	tou4
掏	掏	tou4
涂	涂	tou4
涛	濤	tou4
屠	屠	tou4
肚	肚	tou5
